path,last_updated,staleness
/home/uday/Downloads/pragati_ros2/docs/param_inventory.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/CALIBRATION_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/status/SW_SPRINT_STATUS.md,2025-10-21,FRESH
/home/uday/Downloads/pragati_ros2/docs/status/PROGRESS_2025-10-21.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/status/STATUS_TRACKER.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/status/SW_SPRINT_FINAL_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/status/SPRINT_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/MG6010_CAN_SETUP_DIAGNOSIS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/INDEX.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/MG6010_THREE_MOTOR_DEEP_DIVE_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/project-management/REORGANIZATION_PROGRESS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/project-management/GAP_ANALYSIS_OCT2025.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/project-management/REMAINING_TASKS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/project-management/DOCUMENTATION_REORGANIZATION_PLAN.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/project-management/COMPLETION_CHECKLIST.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/project-management/IMPLEMENTATION_PLAN_OCT2025.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/enhancements/PHASE_2_ROADMAP.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/enhancements/WEB_DASHBOARD_ENHANCEMENT_PLAN.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/robot_description/CHANGELOG.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/production-system/09-OPERATOR_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/production-system/08-CONFIGURATION.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/production-system/07-SAFETY_SYSTEMS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/production-system/01-SYSTEM_OVERVIEW.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/production-system/03-COTTON_DETECTION.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/production-system/02-HARDWARE_ARCHITECTURE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/production-system/06-REALTIME_CONTROL.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/maintenance/DOC_MAINTENANCE_POLICY.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/QUICK_REFERENCE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/UNIT_TEST_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/QUICK_START_continuous_operation.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/PERFORMANCE_CHECKLIST.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/GAPS_AND_ACTION_PLAN.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/CAMERA_INTEGRATION_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/TROUBLESHOOTING.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/AUTOMATION_SETUP.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/FINAL_FIX_continuous_operation.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/RASPBERRY_PI_DEPLOYMENT_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/FAQ.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/SCRIPTS_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/GPIO_SETUP_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/PHASES_2_TO_6_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/API_DOCUMENTATION_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/COTTON_DETECTION_MIGRATION_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/START_SWITCH_TIMEOUT_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/PERFORMANCE_OPTIMIZATION_IMPLEMENTATION.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/SYSTEM_LAUNCH_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/ERROR_HANDLING_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/MOTOR_TUNING_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/SIMULATION_MODE_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/SAFETY_MONITOR_INTEGRATION_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/CAN_BUS_SETUP_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/guides/TABLE_TOP_VALIDATION_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/validation/COMPREHENSIVE_SYSTEM_VALIDATION_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/validation/VALIDATION_REPORT_UPDATES_2025-10-14.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/architecture/SYSTEM_ARCHITECTURE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/integration/ODRIVE_TO_MG6010_MIGRATION.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/integration/INTEGRATION_COMPLETE_FINAL_SUMMARY.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/integration/COTTON_DETECTION_INTEGRATION_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/integration/COTTON_DETECTION_INTEGRATION_README.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ROS1_SCRIPT_VERIFICATION_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/CROSS_REFERENCE_ANALYSIS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/VERIFICATION_TRACEABILITY_MATRIX.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/COMPREHENSIVE_DOC_ANALYSIS_2025-10-07.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/SCRIPTS_CONSOLIDATION_ANALYSIS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/DATA_FOLDERS_CONSOLIDATION_PLAN.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/TASK_COMPARISON_PYTHON_VS_CPP.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/COTTON_DETECTION_SENIOR_CODE_REVIEW.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/STATUS_CLAIMS_EXTRACTION.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/PRIMARY_VS_GENERATED_CROSSCHECK.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/DEEP_DIVE_CODE_REVIEW.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/SECOND_DEEP_DIVE_REVIEW.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/OTHER_MODULES_ANALYSIS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/FINAL_PERCENTAGES_AND_GAPS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/CPP_NODE_COMPREHENSIVE_REVIEW_AND_TASKS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/COTTON_DETECTION_DEEP_DIVE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-test-results/FULL_ROS2_SYSTEM_TEST_RESULTS_2025-10-09.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-test-results/MOTOR_TEST_RESULTS_2025-10-10.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-test-results/FINAL_TEST_RESULTS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-test-results/CAN_TEST_RESULTS_2025-10-09.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-test-results/HARDWARE_TEST_RESULTS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-test-results/MOTOR_COMM_DIAGNOSTIC_2025-10-09.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/INDEX.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/todos_obsolete.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/todos_completed.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-validation/FIX_VERIFICATION_SUMMARY.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-validation/colleague_workflow_validation_report.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-validation/VALIDATION_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-validation/PARAMETER_LOADING_TEST_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-validation/UPLOAD_READINESS_VALIDATION_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-sessions/SESSION_SUMMARY_2025-10-10.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-sessions/SESSION_SUMMARY_OCT9.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/README.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/todos_obsolete.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/todos_completed.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-phases/PHASE_5_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/threading_performance_assessment.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/hardware_interface_comparison.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/detection_comparison.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/ros1_vs_ros2_comprehensive_analysis.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/FINAL_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/config_management_comparison.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/architecture_comparison.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/implementation_achievements.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/logging_monitoring_comparison.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/motor_control_comparison.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/README.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/production_readiness.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/safety_validation.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/MAINTENANCE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/ros2_improvements_validated.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/recommendations.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-analysis/ros1_vs_ros2_comparison/preflight_checklist.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/originals/TODO_MASTER.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/originals/STATUS_REALITY_MATRIX.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/originals/PRODUCTION_SYSTEM_EXPLAINED.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/originals/project-management/REORGANIZATION_PROGRESS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/originals/project-management/GAP_ANALYSIS_OCT2025.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/originals/project-management/REMAINING_TASKS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/originals/project-management/DOCUMENTATION_REORGANIZATION_PLAN.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/originals/project-management/COMPLETION_CHECKLIST.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/originals/project-management/IMPLEMENTATION_PLAN_OCT2025.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/originals/enhancements/PHASE_2_ROADMAP.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/originals/enhancements/WEB_DASHBOARD_ENHANCEMENT_PLAN.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-15/originals/production-system/01-SYSTEM_OVERVIEW.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-14/QUICK_TEST_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-14/CRITICAL_FIXES_ACTION_PLAN.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-14/CRITICAL_FIXES_COMPLETED.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-14/AUDIT_COMPLETION_SUMMARY.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-14/ODRIVE_LEGACY_AUDIT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-14/COMPREHENSIVE_AUDIT_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-14/CAN_BITRATE_AUDIT_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-14/AUDIT_SUMMARY.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-14/FINAL_REMEDIATION_PLAN.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-07/AUDIT_RECONCILIATION.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-07/TASKS_STATUS_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-07/AUDIT_COMPLETION_SUMMARY.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-07/TASK_EXECUTION_TRACKER.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-07/AUDIT_PROGRESS_REVIEW.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-07/README.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-07/PROJECT_STATUS_REALITY_CHECK_OUTLINE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-07/AUDIT_BASELINE_CHECKPOINT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10-audit/2025-10-07/PROJECT_STATUS_REALITY_CHECK_CORRECTED.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/ALL_NO_HARDWARE_TASKS_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/FIX_IMPLEMENTATION_SUMMARY.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/DATE_INCONSISTENCIES_RESOLVED.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/DOCUMENTATION_UPDATE_SUMMARY.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/MODULAR_DOCUMENTATION_SUMMARY.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/DEPLOYMENT_DISCREPANCIES_RESOLVED.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/README.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/PARAMETER_FIXES_COMPLETE_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/TASK_COUNT_CORRECTION.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/SYSTEM_VALIDATION_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/completion-reports/NO_HARDWARE_TASKS_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/stakeholder-docs/TRUTH_PRECEDENCE_AND_SCORING.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/stakeholder-docs/README.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/stakeholder-docs/VALIDATION_QUESTIONS_ANSWERED.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/stakeholder-docs/STAKEHOLDER_NOTIFICATION_2025-10-15.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/restoration_summary_8ac7d2e.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/SERVICE_AVAILABILITY_CHECKS_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/TODO_CLEANUP_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/TODO_CLEANUP_EXECUTION_SUMMARY.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/PHASE_2_SOFTWARE_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/README.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/code_verification_evidence_2025-10-14.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/COMPLETE_EXECUTION_PLAN_2025-10-14.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/EXECUTION_PROGRESS_TRACKER.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/master_status.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/OFFLINE_TESTING_QUICKSTART.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/PHASE_2_1_PROGRESS_SUMMARY.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/generated-reports/EXECUTIVE_REVIEW_SUMMARY_2025-10-14.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_INDEX.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/README_GENERIC_MOTORS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/DOCUMENTATION_GAPS_ANALYSIS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/DOCUMENTATION_CONSOLIDATION_PLAN.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_README_UPDATES.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_README.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_MG6010_INTEGRATION_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_MG6010_STATUS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/CODE_DOC_MISMATCH_REPORT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/INDEX.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_PROTOCOL_COMPARISON.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MOTOR_COMM_FIX_INSTRUCTIONS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MOTOR_COMM_ANALYSIS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/DOCUMENTATION_REVIEW_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/README.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MOTOR_CONTROL_COMPREHENSIVE_REVIEW.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/TRACEABILITY_TABLE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MG6010_MG6010_INTEGRATION_PLAN.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/SERVICES_NODES_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/motor_control/MOTOR_CONTROL_STATUS.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/DOCUMENTATION_CONSOLIDATION_PLAN_2025-10-15.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/CONSOLIDATION_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/CONSOLIDATION_LOG_2025-10-Phase1.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/DOC_INVENTORY_FOR_AUDIT.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/CONSOLIDATION_MAP.md,2025-10-15,FRESH
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/CONSOLIDATION_PHASE1_COMPLETE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/README.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/consolidation-meta/PHASE1_VERIFICATION_SUMMARY_2025-10-16.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/cotton_detection/MIGRATION_GUIDE.md,,UNKNOWN
/home/uday/Downloads/pragati_ros2/docs/archive/2025-10/yanthra_move/DOCS_CLEANUP_SUMMARY.md,,UNKNOWN
